"plugin_name","plugin_author","num_downloads","description","repo_url"
"Advanced Random Note","By Karsten Finderup Pedersen","428 downloads","Create commands from custom queries to open random notes.","https://github.com/karstenpedersen/obsidian-advanced-random-note"
"Smart Links","By David Lynch","1,014 downloads","Auto-linking of customizable strings","https://github.com/kemayo/obsidian-smart-links"
"Chess Study","By Christoph Lindstädt","532 downloads","A chess study helper and PGN viewer/editor.","https://github.com/chrislicodes/obsidian-chess-study"
"Zoom","By Viacheslav Slinko","69,276 downloads","Zoom into heading and lists.","https://github.com/vslinko/obsidian-zoom"
"qmd as md","By Daniel Borek","665 downloads","Provides an initial support for viewing files with .qmd extension. QMD files contain a combination of Markdown and executable code cells and are a format supported by Quarto open source publishing system.","https://github.com/danieltomasz/qmd-as-md-obsidian"
"MySnippets","By Chetachi","14,541 downloads","Adds a status bar menu allowing the user to quickly toggle their snippets on and off.","https://github.com/chetachiezikeuzor/MySnippets-Plugin"
"Collapse All","By OfficerHalf","46,068 downloads","Extends collapse/expand all with commands that can be bound to hotkeys.","https://github.com/OfficerHalf/obsidian-collapse-all"
"Org Mode","By ryanpcmcquen","4,947 downloads","Add Org Mode support to Obsidian.","https://github.com/ryanpcmcquen/obsidian-org-mode"
"PlantUML","By Johannes Theiner","41,307 downloads","Generate PlantUML diagrams.","https://github.com/joethei/obsidian-plantuml"
"Binary File Manager","By qawatake","2,242 downloads","Detects new binary files in the vault and create Markdown files with metadata.","https://github.com/qawatake/obsidian-binary-file-manager-plugin"
"Quick LaTeX for Obsidian","By joeyuping","76,208 downloads","A simple plugin to simplify and speed up LaTeX math typing.","https://github.com/joeyuping/quick_latex_obsidian"
"Quickly","By Sparsh Yadav","368 downloads","Quickly navigate and create notes through OS shortcut keys.","https://github.com/tmfelwu/obsidian-inbox"
"Habit Tracker","By David Moeller","2,696 downloads","Display the Habits of a calendar week.","https://github.com/Narsail/habit-tracker-obsidian"
"Canvas Links","By aqav","894 downloads","Add views to show outgoing links and backlinks of canvas in Obsidian.","https://github.com/aqav/obsidian-canvas-links"
"Fantasy Calendar","By Jeremy Valentine","72,999 downloads","Fantasy calendars in Obsidian!","https://github.com/fantasycalendar/obsidian-fantasy-calendar"
"Custom Frames","By Ellpeck","49,612 downloads","Turns web apps into panes using iframes with custom styling. Also comes with presets for Google Keep, Todoist and more.","https://github.com/Ellpeck/ObsidianCustomFrames"
"Metadata Extractor","By kometenstaub","11,205 downloads","Metadata export (on a schedule) for integration with third-party apps like launchers or graph analysis software.","https://github.com/kometenstaub/metadata-extractor"
"Waypoint","By Idrees Hassan","20,085 downloads","Easily generate dynamic MOCs in your folder notes. Enables folders to show up in the graph view and removes the need for messy tags!","https://github.com/IdreesInc/Waypoint"
"Obsidian Graphviz","By Feng Peng","4,702 downloads","Render Graphviz diagrams.","https://github.com/QAMichaelPeng/obsidian-graphviz"
"GitLab Issues","By Ben Roberts","765 downloads","Import Gitlab issues into your Obsidian vault.","https://github.com/benr77/obsidian-gitlab-issues"
"Natural Language Syntax Highlighting","By artisticat","2,254 downloads","Highlight adjectives, nouns, adverbs, verbs, and conjunctions in the editor.","https://github.com/artisticat1/nl-syntax-highlighting"
"Julian Date","By thek3nger","1,057 downloads","Add a shortcut to insert the current Julian date for astronomical observations.","https://github.com/THeK3nger/obsidian-juliandate"
"Dirtreeist","By kasahala","1,222 downloads","Render a directory Structure Diagram from a Markdown lists in codeblock.","https://github.com/k4a-l/obsidian-dirtreeist"
"Global Search and Replace","By Mahmoud Fawzy Khalil","5,981 downloads","Search and replace in all vault files.","https://github.com/MahmoudFawzyKhalil/obsidian-global-search-and-replace"
"JSON/CSV Importer","By farling42","14,336 downloads","Import a JSON file containing an array of data, creating notes from a Handlebars template file.","https://github.com/farling42/obsidian-import-json"
"Obsidian Clipper","By John Christopher","8,974 downloads","Helps you capture highlights from the web.","https://github.com/jgchristopher/obsidian-clipper"
"Html Server","By Pr0dt0s","727 downloads","This plugin lets you spin up a local http server to access your vault via a web browser.","https://github.com/Pr0dt0s/obsidian-html-server"
"Pomodoro","By Tokuhiro Matsuno","6,790 downloads","Simple pomodoro plugin for Obsidian.","https://github.com/tokuhirom/obsidian-pomodoro-plugin"
"Number Headings","By Kevin Albrecht","21,747 downloads","Automatically number or re-number headings in an Obsidian document.","https://github.com/onlyafly/number-headings-obsidian"
"File Color","By ecustic","16,945 downloads","Set colors on folders and files in the file tree.","https://github.com/ecustic/obsidian-file-color"
"Confluence to Obsidian","By K","345 downloads","Import Confluence space into Obsidian vault.","https://github.com/KkEi34/confluence-to-obsidian-plugin"
"Custom Classes","By Lila Rest","1,508 downloads","Add your own HTML classes to chosen Markdown elements directly from your notes.","https://github.com/LilaRest/obsidian-custom-classes"
"Tray","By dragonwocky","2,491 downloads","Run Obsidian from the system tray for customisable window management & global quick notes.","https://github.com/dragonwocky/obsidian-tray"
"Theme Design Utilities","By pseudometa","7,113 downloads","Some utilities and Quality-of-Life features for designers of Obsidian themes.","https://github.com/chrisgrieser/obsidian-theme-design-utilities"
"Unicode Search","By BambusControl","1,777 downloads","Search and insert Unicode characters into your editor.","https://github.com/BambusControl/obsidian-unicode-search"
"Markdown Attributes","By Jeremy Valentine","7,240 downloads","Add Markdown attributes to elements in Obsidian.","https://github.com/javalent/markdown-attributes"
"Add an ID to the front matter","By llimllib","270 downloads","Add a globally unique ID to every markdown document's front matter","https://github.com/llimllib/obsidian-guid-plugin"
"Reflection","By Brandon Boswell","44 downloads","Shows daily and weekly notes from this day in years past.","https://github.com/brandonkboswell/reflection"
"Background Image","By shmolf","673 downloads","This allows you to specify a remote URL as the background image, and a few settings to tweak the experience..","https://github.com/shmolf/obsidian-editor-background"
"Liquid Templates","By Diomede Tripicchio","1,679 downloads","Create your templates with LiquidJS tags support.","https://github.com/oeN/liquid-template"
"Flashcards","By Alex Colucci","33,482 downloads","Anki integration.","https://github.com/reuseman/flashcards-obsidian"
"Email Block","By joleaf","1,267 downloads","Renders an email code block.","https://github.com/joleaf/obsidian-email-block-plugin"
"Extract PDF Annotations","By Franz Achermann","5,864 downloads","Extract PDF annotations (notes and highlights) and sort them by topic.","https://github.com/munach/obsidian-extract-pdf-annotations"
"Nostr Writer","By James McGauran","42 downloads","Publish your writing directly to Nostr..","https://github.com/jamesmagoo/nostr-writer"
"Word Sprint","By Andrew Lombardi","5,428 downloads","Word Sprint for your writing projects like NaNoWriMo.","https://github.com/kinabalu/obsidian-word-sprint"
"Dendron Tree","By Levi Rizki Saputra","406 downloads","Add tree for exploring Dendron note.","https://github.com/levirs565/obsidian-dendron-tree"
"Function Plot","By leonhma","4,883 downloads","Render mathematical functions in a Markdown codeblock.","https://github.com/leonhma/obsidian-functionplot"
"Expand Bullet","By Boninall","1,294 downloads","Transform bullet content into note.","https://github.com/Quorafind/Obsidian-Expand-Bullet"
"Advanced Codeblock","By Lijyze","4,709 downloads","Add additional features to code blocks.","https://github.com/lijyze/obsidian-advanced-codeblock"
"Code Emitter","By YISH","5,363 downloads","Allows code blocks to be executed interactively in a sandbox like Jupyter notebooks. Supported language Rust, Kotlin, Python, JavaScript, TypeScript, etc.","https://github.com/mokeyish/obsidian-code-emitter"
"Vim Toggle","By Conner Ohnesorge","1,117 downloads","(It toggles vim on/off) Allows for the the toggling and customization of said toggling within settings.","https://github.com/conneroisu/vim-toggle"
"Export Image plugin","By Zhou Hua","2,893 downloads","Easily convert your article to image.","https://github.com/zhouhua/obsidian-export-image"
"Style Importer","By Josh Rouwhorst","206 downloads","Import a stylesheet from a URL into your snippets folder.","https://github.com/joshrouwhorst/style-importer"
"Query all the things","By Sytone","527 downloads","Execute SQL base queries against your data in Obsidian and render it how you want using templates.","https://github.com/sytone/obsidian-queryallthethings"
"Autoscroll","By Petr Nazarov","554 downloads","Automatically scroll down the content with the provided speed.","https://github.com/petr-nazarov/obsidian-autoscroll"
"Ghost Fade Focus","By Sami Korpela","4,928 downloads","Focused on the current line, others faded like a ghost!","https://github.com/skipadu/obsidian-ghost-fade-focus"
"ReadItLater","By Dominik Pieper","36,616 downloads","Collect interesting information from you clipboard into your vault. A website will be converted to MD, Tweets and YouTube Videos embedded, plain text will just saved into a new notice.","https://github.com/DominikPieper/obsidian-ReadItLater"
"Jump to link","By MrJackphil","14,200 downloads","Quickly navigate between links, or jump to any word on the page using hotkeys.","https://github.com/mrjackphil/obsidian-jump-to-link"
"Meld Encrypt","By meld-cp","39,756 downloads","Hide secrets in your notes.","https://github.com/meld-cp/obsidian-encrypt"
"Code Styler","By Mayuran Visakan","1,302 downloads","Style codeblocks and inline code in reading view and editing view.","https://github.com/mayurankv/Obsidian-Code-Styler"
"Vim Multibyte Char Search","By anselmwang","762 downloads","Search multibyte characters by the first character of corresponding ASCII encoding of input method. For example, for Chinese, search by the first character of Pinyin.","https://github.com/anselmwang/obsidian-vim-multibyte-char-search"
"Nuke Orphans","By Sandorex","2,884 downloads","Plugin that trashes orphaned files and attachments.","https://github.com/sandorex/nuke-orphans-plugin"
"Transcription","By djmango (Sulaiman Ghori)","4,063 downloads","Plugin to create high-quality transcriptions via Whisper from Markdown linked audio files.","https://github.com/djmango/obsidian-transcription"
"List Callouts","By mgmeyers","19,135 downloads","Create simple callouts in lists.","https://github.com/mgmeyers/obsidian-list-callouts"
"Obsidian Handlebars Template Plugin","By Sean Quinlan","571 downloads","Adds support for handlebars template blocks in notes.","https://github.com/sbquinlan/obsidian-handlebars"
"Charts View","By caronchen","30,531 downloads","Data visualization solution in Obsidian, support plots and graphs.","https://github.com/caronchen/obsidian-chartsview-plugin"
"QuickAdd","By Christian B. B. Houmann","383,176 downloads","Quickly add new notes or content to your vault.","https://github.com/chhoumann/quickadd"
"Execute Code","By twibiral","30,680 downloads","Execute code snippets within a note.","https://github.com/twibiral/obsidian-execute-code"
"HTML Tags Autocomplete","By bicarlsen","6,480 downloads","Automatically add closing HTML tags.","https://github.com/bicarlsen/obsidian_html_tags_autocomplete"
"Commando","By qaptoR","276 downloads","Enables repeated calls of a command using defined or per-invocation values","https://github.com/qaptoR/Commando"
"Checklist Reset","By Luke Hansford","1,335 downloads","Adds a command to reset the state of any checklists in a document.","https://github.com/lhansford/obsidian-checklist-reset"
"Toggl Track","By Maxime Cannoodt","15,346 downloads","Add integration with the Toggl Track API to manage your timers inside Obsidian.","https://github.com/mcndt/obsidian-toggl-integration"
"Reading Time","By avr","37,140 downloads","Add the current note's reading time to Obsidian's status bar.","https://github.com/avr/obsidian-reading-time"
"Custom File Extensions and Types","By MeepTech","1,155 downloads","Allows simple and modular control over what views open what file extensions from the app settings.","https://github.com/MeepTech/obsidian-custom-file-extensions-plugin"
"Projects","By Marcus Olsson","119,997 downloads","Project management for Obsidian.","https://github.com/marcusolsson/obsidian-projects"
"Unitade","By Falcion","56 downloads","Effortlessly treat any file extension as note, organize diverse file formats in your vault.","https://github.com/Falcion/UnitadeOBSIDIAN"
"Simple RSS","By Monnierant","449 downloads","Collect RSS articles into notes.","https://github.com/monnierant/obsidian-simple-rss"
"Flashcard Learning","By Gaétan Muck","968 downloads","Improved flashcard learning system.","https://github.com/gaetanmuck/obsidian-flashcard-learning"
"Remotely Save","By fyears","230,592 downloads","Yet another unofficial plugin allowing users to sync notes between local device and the cloud service (S3, Dropbox, webdav, OneDrive).","https://github.com/remotely-save/remotely-save"
"Due When","By Andy Baxter","198 downloads","This adds shortcuts to insert due dates for end of this week or end of next week.","https://github.com/andrewbaxter439/due-when"
"Text Extractor","By Simon Cambier","37,927 downloads","A (companion) plugin to facilitate the extraction of text from images (OCR) and PDFs.","https://github.com/scambier/obsidian-text-extractor"
"Advanced Cursors","By SkepticMystic","8,115 downloads","Use multiple cursors even more powerfully.","https://github.com/SkepticMystic/advanced-cursors"
"Another Quick Switcher","By tadashi-aikawa","37,390 downloads","Another choice of Quick switcher.","https://github.com/tadashi-aikawa/obsidian-another-quick-switcher"
"Dynamic Timetable","By L7Cy","2,338 downloads","Calculate the estimated time of completion from the estimated time of the task and dynamically create a timetable.","https://github.com/L7Cy/obsidian-dynamic-timetable"
"Keyshots","By KrazyManJ","1,730 downloads","Adds classic hotkey/shortcuts commands from popular IDEs like Visual Studio Code or JetBrains Family.","https://github.com/KrazyManJ/obsidian-keyshots"
"Local images plus","By catalysm, aleksey-rezvov, Sergei Korneev","13,980 downloads","Local Images plus plugin is a reincarnation of Obsidian-local-images which main aim was downloading images in md notes to local storage.","https://github.com/Sergei-Korneev/obsidian-local-images-plus"
"Dynamic RTL","By mwxgaf","5,049 downloads","Dynamic RTL/LTR direction per line/paragraph, dependant on language!","https://github.com/mwxgaf/obsidian-dynamic-rtl"
"Heatmap Calendar","By Richard Slettevoll","36,527 downloads","Activity Year Overview for DataviewJS, Github style – Track Goals, Progress, Habits, Tasks, Exercise, Finances, Dont Break the Chain etc.","https://github.com/Richardsl/heatmap-calendar-obsidian"
"Mermaid.js Helper (OMH)","By Francesco Di Cursi","457 downloads","plug in that helps in mermaid.js workflow and more","https://github.com/FrancescoDiCursi/Mermaid.js-Helper-OMH-plugin"
"Typing speed","By supercyp","3,201 downloads","Show the current typing speed in the status bar.","https://github.com/Supercip971/obsidian-typing-speed"
"Jira Issue","By marc0l92","12,846 downloads","Track the progress of Atlassian Jira issues from your Obsidian notes.","https://github.com/marc0l92/obsidian-jira-issue"
"Metacopy & URL","By Mara-Li","1,675 downloads","Copy the value of a frontmatter key and allows you to create link from it using various settings.","https://github.com/Lisandra-dev/obsidian-metacopy"
"Emo","By yaleiyale","1,118 downloads","Embed Markdown online file/image links. This plugin is for uploading images to hosting or files to GitHub in Obsidian.","https://github.com/yaleiyale/obsidian-emo-uploader"
"Sakana Widget","By Boninall","1,053 downloads","Add the Sakana! Widget to your own Obsidian!","https://github.com/Quorafind/obsidian-sakana-widget"
"Timestamp Notes","By Julian Grunauer","8,483 downloads","Allows side-by-side notetaking with videos. Annotate your notes with timestamps to directly control the video and remember where each note comes from.","https://github.com/juliang22/ObsidianTimestampNotes"
"Search Everywhere","By Mom0","2,543 downloads","Search everywhere by pressing double shift like in IntelliJ.","https://github.com/Mom0aut/obsidian-search-everywhere"
"Persistent Graph","By Sanqui","6,584 downloads","Save and restore the positions of nodes on your graph.","https://github.com/Sanqui/obsidian-persistent-graph"
"Mermaid Tools","By dartungar","25,892 downloads","Improved Mermaid.js experience for Obsidian: visual toolbar with common elements & more.","https://github.com/dartungar/obsidian-mermaid"
"S3 Image Uploader","By jvsteiner","546 downloads","An image uploader for Obsidian that allows you to self-host images on AWS S3.","https://github.com/jvsteiner/s3-image-uploader"
"Related Notes Finder","By Joshua Michalik","3,115 downloads","Adds extra features for finding related notes.","https://github.com/lifegems/obsidian-related-notes-finder"
"Digital Garden","By Ole Eskild Steensen","16,183 downloads","Publish your notes to a digital garden for others to enjoy.","https://github.com/oleeskild/obsidian-digital-garden"
"DB Folder","By RafaelGB","161,084 downloads","Folder with the capability to store and retrieve data from a folder like database.","https://github.com/RafaelGB/obsidian-db-folder"
"Link Embed","By SErAphLi","11,991 downloads","Convert URLs in your notes into embeded previews.","https://github.com/Seraphli/obsidian-link-embed"
"Pandoc","By Oliver Balfour","160,990 downloads","Pandoc export plugin for Obsidian. It provides commands to export to formats like DOCX, ePub and PDF.","https://github.com/OliverBalfour/obsidian-pandoc"
"Edit Gemini","By Basil_Mori","336 downloads","Edit and create .gmi files.","https://github.com/Basil-Mori/obsidian-edit-gemini"
"File Publisher","By Devin Sackett","309 downloads","Publishes a file to a given POST API.","https://github.com/yiglas/obsidian-file-publisher"
"CodeMirror Options","By nothingislost","31,552 downloads","Enhance Obsidian's desktop edit mode with features such as WYSIWYG / Live Preview, Syntax Highlighting, and more.","https://github.com/nothingislost/obsidian-codemirror-options"
"Outliner","By Viacheslav Slinko","541,090 downloads","Work with your lists like in Workflowy or Roam Research.","https://github.com/vslinko/obsidian-outliner"
"Habit Calendar","By Hedonihilist","2,059 downloads","Monthly Habit Calendar for DataviewJS. This plugin helps you render a calendar inside DataviewJS code block, showing your habit status within a month.","https://github.com/hedonihilist/obsidian-habit-calendar"
"Sentence Navigator","By Tim Hor & Andrew Brown","1,836 downloads","Manipulate sentences as a unit of movement.","https://github.com/timhor/obsidian-sentence-navigator"
"macOS Keyboard Navigation","By ryanjamurphy","3,539 downloads","Enables alt+↑ and alt+↓ keyboard navigation in Obsidian.","https://github.com/ryanjamurphy/macOS-keyboard-nav-obsidian"
"Min3ditorHotkeys","By Davor Sauer","1,152 downloads","Additional editor hotkeys inspired by coding editors.","https://github.com/d-sauer/Obsidian-Min3ditorHotkeys-plugin"
"Auto Hyperlink","By take6","192 downloads","Insert hyperlink according to user-defined rule","https://github.com/take6/obsidian-plugin-auto-hyperlink"
"Actions URI","By Carlo Zottmann","8,823 downloads","Adds additional `x-callback-url` endpoints to the app for common actions — it's a clean, super-charged addition to Obsidian URI.","https://github.com/czottmann/obsidian-actions-uri"
"SyncFTP","By Alex Donnan","161 downloads","Allows user to connect to an SFTP and push/pull file changes to it.","https://github.com/alex-donnan/SyncFTP"
"Obsidian Camera","By Aldrin Jenson","2,925 downloads","Create and save Snaps or Video Recordings directly from Obsidian desktop.","https://github.com/aldrinjenson/obsidian-camera"
"Flomo Importer","By Jialu Y","958 downloads","Make Flomo memos to Obsidian Notes.","https://github.com/jia6y/flomo-to-obsidian"
"Logstravaganza","By Carlo Zottmann","243 downloads","A simple proxy for `console.*()` calls which copies log messages and uncaught exceptions to a note.","https://github.com/czottmann/obsidian-logstravaganza"
"Automatic List Styles","By Max McGuire","450 downloads","Automatically formats the styles of ordered lists, incrementing the list style for each layer","https://github.com/WiseGuru/obsidian-automatic-list-styles"
"Image Gallery","By Luca Orio","6,109 downloads","A zero setup masonry image gallery for Obsidian","https://github.com/lucaorio/obsidian-image-gallery"
"Stack Overflow Answers","By bramses","935 downloads","Copy and paste Stack Overflow answers directly into Obsidian.","https://github.com/bramses/obsidian-stack-overflow"
"Markdown prettifier","By pelao","59,093 downloads","Fix and reformats ugly Markdown.","https://github.com/cristianvasquez/obsidian-prettify"
"Hotkeys for specific files","By Vinzent","11,799 downloads","Add commands for specific files and open them with a hotkey.","https://github.com/Vinzent03/obsidian-hotkeys-for-specific-files"
"Zotero Integration","By mgmeyers","122,480 downloads","Insert and import citations, bibliographies, notes, and PDF annotations from Zotero.","https://github.com/mgmeyers/obsidian-zotero-integration"
"OZ Calendar","By Ozan Tellioglu","2,995 downloads","View your notes in Calendar using any YAML key with a date.","https://github.com/ozntel/oz-calendar"
"Scales and Chords","By egradman","2,535 downloads","Capture musical tab notation in your Obsidian vault. Chords become clickable links to modal images (provided by scales-chords.com)","https://github.com/egradman/scales-chords"
"Style Text","By Juanjo Arranz","513 downloads","Apply custom CSS styles to selected text in your Obsidian Notes.","https://github.com/juanjoarranz/style-text-obsidian-plugin"
"File Info Panel","By CattailNu","7,159 downloads","Creates a File Info view that displays the active file's date created, date modified, file size, and links to open the file in its native application and to open the file's folder.","https://github.com/CattailNu/obsidian-file-info-panel-plugin"
"Iconoir Icons","By @gapmiss","408 downloads","A plugin for creating & displaying customized SVG Iconoir icons.","https://github.com/gapmiss/iconoir-icons"
"txt as md","By death_au","11,142 downloads","Edit .txt files as Markdown in Obsidian.","https://github.com/deathau/txt-as-md-obsidian"
"DEVONlink","By ryanjamurphy","4,568 downloads","Open or reveal the current note in DEVONthink.","https://github.com/ryanjamurphy/DEVONlink-obsidian"
"IVRE","By The IVRE contributors","309 downloads","IVRE integration for Obsidian: grab data from IVRE and bring it into Obsidian notes.","https://github.com/ivre/obsidian-ivre-plugin"
"CodeBlock Tabs","By Jemin Mau","44 downloads","Create tab group for contiguous CodeBlocks.","https://github.com/JeminMau/Obsidian-CodeBlock-Tabs"
"Metronome","By Curt Grimes","945 downloads","Add interactive metronomes to your notes.","https://github.com/curtgrimes/obsidian-metronome-plugin"
"Card View Switcher","By qawatake","2,558 downloads","Quick switcher with card view.","https://github.com/qawatake/obsidian-card-view-switcher-plugin"
"Writing","By johackim","2,264 downloads","Write and format your next book directly from Obsidian.","https://github.com/johackim/obsidian-writing"
"File path to URI","By Michal Bureš","12,747 downloads","Convert file path to uri for easier use of links to local files outside of Obsidian.","https://github.com/MichalBures/obsidian-file-path-to-uri"
"File Tree Alternative Plugin","By Ozan Tellioglu","135,839 downloads","Allows you to have an alternative file tree view.","https://github.com/ozntel/file-tree-alternative"
"Gist","By Jun Lin","4,063 downloads","Display the GitHub Gist.","https://github.com/linjunpop/obsidian-gist"
"Doubleshift","By Qwyntex","5,574 downloads","Open the command palette by pressing Shift (or any other key) twice like in IntelliJ and create your own shortcuts.","https://github.com/Qwyntex/doubleshift"
"Telegram Sync","By soberhacker","2,361 downloads","Transfer messages and files from Telegram to Obsidian.","https://github.com/soberhacker/obsidian-telegram-sync"
"Emoji Magic","By simplgy","2,978 downloads","Easily add emoji, with a powerful keyword search.","https://github.com/SimplGy/obsidian-emoji-magic"
"Mochi Cards Exporter","By kalbetre","1,214 downloads","Export Markdown notes to Mochi cards from within Obsidian.","https://github.com/kalbetredev/mochi-cards-exporter"
"Screwdriver","By vorotamoroz","974 downloads","Utility to put any files in and out under your vault.","https://github.com/vrtmrz/obsidian-screwdriver"
"Hyphenation","By 7596ff","1,082 downloads","Enables justified text and hyphenation","https://github.com/7596ff/obsidian-hyphenation"
"Python Scripter","By Nick Allison","37 downloads","Run Python scripts directly as Obsidian commands","https://github.com/nickrallison/obsidian-python-scripter"
"Obsidian GoLinks","By David Brownman (@xavdid)","598 downloads","Render go/links as clickable links.","https://github.com/xavdid/obsidian-golinks"
"Lapel","By Liam Cain","9,593 downloads","Show the heading levels in the gutter of the editor.","https://github.com/liamcain/obsidian-lapel"
"Obsimian Exporter","By Oliver Lade","523 downloads","Obsidian simulation framework for testing Obsidian plugins.","https://github.com/motif-software/obsimian"
"Auto pair chinese symbol","By renmu123","5,977 downloads","Auto-pair Chinese symbols.","https://github.com/renmu123/obsidian-auto-pair-chinese-symbol"
"Kindle Highlights","By Hady Osman","60,371 downloads","Sync your Kindle book highlights using your Amazon login or uploading your My Clippings file.","https://github.com/hadynz/obsidian-kindle-plugin"
"Gene 🧬","By Matiss Jurevics","1,529 downloads","Generate text using the OpenAI API.","https://github.com/MatissJurevics/Gene-AI"
"Askify Sync","By Kishlay Raj","264 downloads","Syncing between Obsidian and Askify.","https://github.com/helloworldkr/Askify-Obsidian-Sync"
"Filename Heading Sync","By dvcrn","30,749 downloads","Keep the filename with the first heading of a file in sync.","https://github.com/dvcrn/obsidian-filename-heading-sync"
"Sync Graph Settings","By Xallt","1,744 downloads","Sync global graph settings (like color groups) to local graphs.","https://github.com/Xallt/sync-graph-settings"
"Pretty BibTeX","By Sandro Figo","1,467 downloads","Shows raw BibTeX bibliography entries in a prettier way","https://github.com/sandrofigo/obsidian-pretty-bibtex"
"Share as Gist","By timrogers","1,690 downloads","Shares an Obsidian note as a GitHub.com Gist.","https://github.com/timrogers/obsidian-share-as-gist"
"Zotero Bridge","By Shmavon Gazanchyan","2,864 downloads","Integrate with Zotero through ZotServer","https://github.com/vanakat/zotero-bridge"
"Attachment Management","By trganda","1,599 downloads","Attachment management plugin to custom the attachment path and auto rename etc.","https://github.com/trganda/obsidian-attachment-management"
"Custom Attachment Location","By RainCat1998","10,341 downloads","Customize attachment location with variables($filename, $data, etc) like Typora.","https://github.com/RainCat1998/obsidian-custom-attachment-location"
"Awesome Reader","By AwesomeDog","1,527 downloads","Make Obsidian a proper Reader.","https://github.com/AwesomeDog/obsidian-awesome-reader"
"Improved VimCursor","By hhhapz","1,858 downloads","An improved experience with the cursor in Obsidian.","https://github.com/hhhapz/improved-obsidian-vimcursor"
"Reset Font Size","By luckman212","2,055 downloads","Adds button and command to reset the font size back to its default value.","https://github.com/luckman212/obsidian-reset-font-size"
"Latex Suite","By artisticat1","53,935 downloads","Make typesetting LaTeX math as fast as handwriting through snippets, text expansion, and editor enhancements.","https://github.com/artisticat1/obsidian-latex-suite"
"Fantasy Content Generator","By Gregory-Jagermeister","4,061 downloads","A Fantasy Content Generator for Obsidian for All Your TTRPG / World Building Needs.","https://github.com/Gregory-Jagermeister/Fantasy-Content-Generator"
"Buttons","By Sam Morrison","112,171 downloads","Create Buttons in your Obsidian notes to run commands, open links, and insert templates.","https://github.com/shabegom/buttons"
"Cron","By Callum Loh","642 downloads","Simple CRON / scheduler plugin to regularly run user scripts or Obsidian commands.","https://github.com/cdloh/obsidian-cron"
"Select current line","By Gokul","223 downloads","Selects the current line where the cursor is placed. Press 'ESC' key to select.","https://github.com/gokulk16/select-current-line-plugin"
"3D Graph","By Alexander Weichart","7,708 downloads","A 3D graph for Obsidian!","https://github.com/AlexW00/obsidian-3d-graph"
"Kroki","By Greg Zuro","3,769 downloads","Render Kroki diagrams.","https://github.com/gregzuro/obsidian-kroki"
"Prettier Format","By Andrew Lisowski","7,674 downloads","Opinionated formatting for your notes.","https://github.com/hipstersmoothie/obsidian-plugin-prettier"
"Obsidian Webhooks","By Stephen Solka","2,836 downloads","Plugin and service that connects your editor to the internet of things through webhooks.","https://github.com/trashhalo/obsidian-webhooks"
"Material Symbols","By Cristoph Berane","495 downloads","Adds the material symbols (outlined) to Obsidian.","https://github.com/cberane/obsidian-material-symbols"
"Android nomedia","By JakeisAwesome","336 downloads","Hides media from your Vault on Android devices by adding the 'nomedia' file to each folder.","https://github.com/calomancer/android.nomedia"
"Rich Links","By dhamaniasad","14,500 downloads","Rich Links plugin that allows you to convert URLs in your notes to rich link previews.","https://github.com/dhamaniasad/obsidian-rich-links"
"Translator","By Haifeng Lu","4,050 downloads","Translate selected text.","https://github.com/luhaifeng666/obsidian-translator"
"css snippets","By Daniel Brandenburg","7,331 downloads","Load and manage CSS snippets.","https://github.com/jdbrice/obsidian-css-snippets"
"Code Block Labels","By Sean Bowers","1,167 downloads","Adds labels to fenced code blocks","https://github.com/stbowers/obsidian-codeblock-labels"
"Awesome Image","By AwesomeDog","1,915 downloads","One-stop solution for image management and viewing.","https://github.com/AwesomeDog/obsidian-awesome-image"
"Banners","By Danny Hernandez","100,212 downloads","Add banner images to your notes!","https://github.com/noatpad/obsidian-banners"
"Markdown shortcuts","By Jules Guesnon","3,173 downloads","Write Markdown from shortcuts","https://github.com/JulesGuesnon/obsidian-markdown-shortcuts"
"Rapid Notes","By valteriomon","1,514 downloads","Create and place notes quickly in specific folders based on predefined prefixes.","https://github.com/valteriomon/obsidian-rapid-notes"
"AI Research Assistant","By Interweb Alchemy","111 downloads","A Prompt Engineering research utility for generative AI models like OpenAI's ChatGPT that facilitates archiving and searching conversations and live editing a conversation's context/memory.","https://github.com/InterwebAlchemy/obsidian-ai-research-assistant"
"Send Tasks to OmniFocus","By Henry Gustafson","758 downloads","Extract tasks from the current note and create them in OmniFocus.","https://github.com/lizard-heart/obsidian-to-omnifocus"
"PDF Highlights","By Alexis Rondeau","62,623 downloads","Extract highlights, underlines and annotations from your PDFs into Obsidian.","https://github.com/akaalias/obsidian-extract-pdf-highlights"
"Frontmatter Links","By Dion Tryban (Trikzon)","4,687 downloads","Renders links in a note's frontmatter as links.","https://github.com/Trikzon/obsidian-frontmatter-links"
"Underline","By Benature","16,743 downloads","Add underline with shortcut.","https://github.com/Benature/obsidian-underline"
"Copilot","By Logan Yang","25,721 downloads","A ChatGPT Copilot in Obsidian.","https://github.com/logancyang/obsidian-copilot"
"Modules","By polyipseity","51 downloads","Load JavaScript and related languages like TypeScript modules from the vault and the Internet.","https://github.com/polyipseity/obsidian-modules"
"HackerNews","By arpitbbhayani","1,939 downloads","Periodically fetches and displays top stories from HackerNews.","https://github.com/arpitbbhayani/obsidian-hackernews"
