text-lg,col2,py-3,ml-auto href
Syncthing Integration,514,Syncthing integration in Obsidian.,https://github.com/LBF38/obsidian-syncthing-integration
Style Text,513,Apply custom CSS styles to selected text in your Obsidian Notes.,https://github.com/juanjoarranz/style-text-obsidian-plugin
Kill and Yank,499,Enable kill and yank (like Emacs) in the editor.,https://github.com/inouetakuya/obsidian-kill-and-yank
Material Symbols,495,Adds the material symbols (outlined) to Obsidian.,https://github.com/cberane/obsidian-material-symbols
Blur,490,Create obfuscated blocks of text.,https://github.com/gapmiss/blur
Smart Rename,490,Renames notes keeping previous title in existing links,https://github.com/mnaoumov/obsidian-smart-rename
Typst Renderer,484,Renders `typst` code blocks and math blocks to images with Typst.,https://github.com/fenjalien/obsidian-typst
Memos Sync,477,Keep in sync with your memos.,https://github.com/hyoban/obsidian-memos-plugin
BBCode Convertor,473,Convert Markdown files to BBCode.,https://github.com/salockhart/obsidian-bbcode
Incremental ID,472,Allow you to generate Jira-like IDs.,https://github.com/adziok/obsidian-incremental-id
Chevereto Image Uploader,471,Uploads images in your clipboard to chevereto.,https://github.com/kkzzhizhou/obsidian-chevereto-image-uploader
oblogger,471,tag explorer and frontmatter logger,https://github.com/lofttech/obsidian-oblogger
Get Stock Information,465,Takes a stock symbol and returns a callout block with the latest stock information.,https://github.com/mikejongbloet/obsidian-get-stock-information
Squiggle,458,Probabilistic estimation with Squiggle in your notes.,https://github.com/jqhoogland/obsidian-squiggle
Mermaid.js Helper (OMH),457,plug in that helps in mermaid.js workflow and more,https://github.com/FrancescoDiCursi/Mermaid.js-Helper-OMH-plugin
Text Dataset Aid Plugin,451,Aids in the creation of fine-tuning datasets for language models.,https://github.com/conneroisu/Text-Dataset-Aid-Plugin
Automatic List Styles,450,Automatically formats the styles of ordered lists incrementing the list style for each layer,https://github.com/WiseGuru/obsidian-automatic-list-styles
Simple RSS,449,Collect RSS articles into notes.,https://github.com/monnierant/obsidian-simple-rss
Auto Anki,448,Using AI to automate card creation for Spaced Repetion in Anki.,https://github.com/ad2969/obsidian-auto-anki
LaTeX to Unicode converter,445,Convert LaTeX commands into unicode sqeuences.,https://github.com/fjdu/obsidian-latex-unicode
Vault name in status bar,438,See your vault name in the status bar and click on it ot reduce it.,https://github.com/1C0D/Obsidian-Vault-Name-in-Status-Bar
Advanced Random Note,428,Create commands from custom queries to open random notes.,https://github.com/karstenpedersen/obsidian-advanced-random-note
SupSub,427,Easily format superscripts and subscripts in your notes.,https://github.com/wjgoarxiv/obsidian-supsub
Siteswap,424,Visualize Juggling Pattern Siteswap via the JugglingLab gif server.,https://github.com/tdresser/obsidian-siteswap
Testing Vault,416,Randomized vault generator with links between notes frontmatter tags orphan and leaf notes.,https://github.com/pedersen/obsidian-testing-vault
Source Code Note,416,Helps you organize source code note easily.,https://github.com/waiting0324/obsidian-code-note
Financial Doc,413,Financial Documentation and Tracking using CSV format and Chart.js directly in Obsidian,https://github.com/yet-another-tool/obsidian-findoc
File Include,410,Include or embed files in Obsidian markdown.,https://github.com/tillahoffmann/obsidian-file-include
File Forgetting Curve,409,File Forgetting Curve.,https://github.com/ptrsvltns/file-forgetting-curve-obsidian
Iconoir Icons,408,A plugin for creating & displaying customized SVG Iconoir icons.,https://github.com/gapmiss/iconoir-icons
Open Plugin Settings,407,Create a command to open a specified plugin settings.,https://github.com/lisandra-dev/open-plugin-settings-commands
APIRequest,407,Request and retrieve data from APIs. The responses are delivered in a JSON format for easy integration with your notes.,https://github.com/Rooyca/obsidian-api-request
Dendron Tree,406,Add tree for exploring Dendron note.,https://github.com/levirs565/obsidian-dendron-tree
AI Tools,406,Adding powerful semantic search generative answers and other AI tools to Obsidian using Supabase + OpenAI.,https://github.com/solderneer/obsidian-ai-tools
Note archiver,405,Tools to archive your notes in another folder,https://github.com/thenomadlad/obsidian-note-archiver
x86 Assembly Flow Graphing,403,Converts well formatted x86 assembly into appropriate flow graphs using Obsidian canvases.,https://github.com/dwolfe884/obsidian-x86-flow-graph
Interlinear Glossing,403,Format interlinear glosses used in linguistics texts.,https://github.com/Mijyuoon/obsidian-ling-gloss
Pocketbook Cloud Highlight Importer,401,Imports notes and highlights from your Pocketbook Cloud account into your vault.,https://github.com/lenalebt/obsidian-pocketbook-cloud-highlight-importer
Lineup Builder,400,Build football lineups in Obsidian.,https://github.com/James-Fallon/obsidian-lineup-builder
ArchiveBox,400,ArchiveBox.io support for external Obsidian links.,https://github.com/invariant/obsidian-archivebox-plugin
Import/Export TiddlyWiki,399,Import and export TiddlyWiki from and to Obsidian.,https://github.com/lucasbordeau/obsidian-tiddlywiki
Link Tree,393,View file links and backlinks as a recursively expandable filterable list with editable text combining the structure of outliners like Dynalist & WorkFlowy with the flexibility of Obsidian.,https://github.com/joshuatazrein/obsidian-link-tree
Show Diff,390,Render Git diffs in Obsidian files,https://github.com/ivan-lednev/obsidian-automatic-changelog
BlindFold,382,Fold text by making it completely hidden.,https://github.com/vzsky/blindfold-obsidian
Auto Front Matter,382,Auto update front matter,https://github.com/conorzhong/obsidian-auto-front-matter
Markdown Tree,378,Create a beautiful and intuitive directory tree using Markdown-oriented code style using tabs spaces and enters.,https://github.com/carvah/markdown-tree-plugin
ICS,378,Adds events from calendar ics published on the web to daily note on demand. Gets the date to search for events on from the currently open daily note.,https://github.com/muness/obsidian-ics
Quickly,368,Quickly navigate and create notes through OS shortcut keys.,https://github.com/tmfelwu/obsidian-inbox
The One Ring 2E Statblocks,361,Render NPC and adversary statblocks for The One Ring 2E roleplaying game.,https://github.com/modality/obsidian-the-one-ring-2e-statblocks
HamsterBase Official,361,Official HamsterBase -> Obsidian integration,https://github.com/hamsterbase/obsidian-hamsterbase
Latex Matrices,359,Speedup latex matrices writing.,https://github.com/Deltekk/Obsidian-Latex-Matrices
Periodic PARA,356,Assist in practicing the PARA system with periodic notes.,https://github.com/quanru/obsidian-periodic-para
Color Palette,352,Create and insert color palettes into your notes.,https://github.com/ALegendsTale/obsidian-color-palette
Confluence to Obsidian,345,Import Confluence space into Obsidian vault.,https://github.com/KkEi34/confluence-to-obsidian-plugin
Android nomedia,336,Hides media from your Vault on Android devices by adding the 'nomedia' file to each folder.,https://github.com/calomancer/android.nomedia
Edit Gemini,336,Edit and create .gmi files.,https://github.com/Basil-Mori/obsidian-edit-gemini
No Empty Windows,335,Closes Obsidian window with cmd+W on Mac when the last tab is closed.,https://github.com/popscallion/obsidian-no-empty-windows
AWS DynamoDB For Obsidian,334,Query AWS DynamoDB and render tables inside documents.,https://github.com/leenattress/obsidian-plugin-dynamodb
Literate Haskell,334,Integrate .lhs files into your PKM.,https://github.com/jajaperson/obsidian-literate-haskell
Character Insertion,328,Plugin to insert a specified symbol under the cursor.,https://github.com/TakamiChie/Obsidian_CharacterInsertionPlugin
Markdown Blogger,325,Allows developers to push markdown notes to their local blog portfolio or static site. Works with Astro.js Next.js and any other framework configured to render markdown pages.,https://github.com/afazio1/obsidian-markdown-blogger
Simple CanvaSearch,325,Quickly fuzzysearch notes cards and their content and shift focus to them within the currently opened canvas.,https://github.com/ddalexb/obsidian-simple-canvasearch
Dida Todo Sync,324,Sync 滴答清单(ticktick) to obsidian,https://github.com/eightHundreds/obsidian-dida-sync
AI Notes Summary,323,Uses OpenAI to generate a summary of referenced notes.,https://github.com/irbull/obsidian-ai-summary
NAI 4 Obsidian,319,Generate text with NovelAI's models..,https://github.com/SalokinGreen/NAI4Obsidian
Soomda,313,Quickly hide your sidebars.,https://github.com/michaellee/soomda
At People,313,Use the familiar @ notation to cross link to people files in a people folder.,https://github.com/saibotsivad/obsidian-at-people
Readavocado Sync,310,Sync your Readavocado highlights with Obsidian,https://github.com/innneang/obsidian-readavocado-sync
IVRE,309,IVRE integration for Obsidian: grab data from IVRE and bring it into Obsidian notes.,https://github.com/ivre/obsidian-ivre-plugin
File Publisher,309,Publishes a file to a given POST API.,https://github.com/yiglas/obsidian-file-publisher
Arrows,304,Write actual arrow chracters without having to copy-paste them.,https://github.com/xefyrdev/obsidian-arrows
Movie,304,Search movies info and trailers.,https://github.com/onuraycicek/obsidian-movie
GitHub Issue Augmentation,304,Augments GitHub issue IDs,https://github.com/samprintz/obsidian-issue-augmentation-plugin
Readability Score,302,Score the readabilty of your writing using the Flesch Reading Ease (FRE) formula.,https://github.com/zuchka/obsidian-readability
Bulk open selected links,300,Easily open all selected links in edit mode.,https://github.com/autohub7/obsidian-open-selected-links
DMN Plugin,299,Enables viewing DMNs using dmn-js.,https://github.com/joleaf/obsidian-dmn-plugin
Unfilled Stats Highlighter,294,Streamline your stat/habit tracking process by automatically identifying and prefixing unfilled stats making them easier to spot and fill out.,https://github.com/White7292/obsidian-hd-unfilled-stats-highlighter
Shukuchi,291,Teleport to links (URL or internal link) and jump to their destinations.,https://github.com/tadashi-aikawa/shukuchi
Babashka,289,Evaluate Clojure(Script) code blocks in Babashka.,https://github.com/filipesilva/obsidian-babashka
TagMany,284,This plugin allows you to add the same tag(s) to multiple notes in a folder (optionally including subfolders) at once.,https://github.com/joshua-martius/tagmany
Notes Sync Share,279,Sync and share (publish) your notes in your own private service.,https://github.com/Alt-er/obsidian-sync-share
Commando,276,Enables repeated calls of a command using defined or per-invocation values,https://github.com/qaptoR/Commando
Flowershow,274,Publish with Flowershow directly from your Obsidian vault.,https://github.com/datopian/obsidian-flowershow
Add an ID to the front matter,270,Add a globally unique ID to every markdown document's front matter,https://github.com/llimllib/obsidian-guid-plugin
Mini Toolbar,266,Mini context toolbar in editor for Obsidian.,https://github.com/quorafind/obsidian-mini-toolbar
Askify Sync,264,Syncing between Obsidian and Askify.,https://github.com/helloworldkr/Askify-Obsidian-Sync
Pathfinder 2E Action Icons,262,This is an plugin for displaying Pathfinder 2E action icons in Obsidian,https://github.com/thiagocoutinhor/pf2-action-icons
DMN Eval,257,Enables evaluating/executing DMNs.,https://github.com/joleaf/obsidian-dmn-eval-plugin
Markdoc,256,Basic support for Markdoc files.,https://github.com/kamoshi/obsidian-markdoc
Air Quotes,254,Search and insert quotes from a source text as you type,https://github.com/alangrainger/obsidian-air-quotes
Tab Rotator,251,Rotates opened files to the left or right with a specified interval.,https://github.com/autohub7/obsidian-tab-rotator
S3 attachments storage,249,Storage and retrieval of media attachments on S3 compatible services.,https://github.com/TechTheAwesome/obsidian-s3
Vault 2 Book,244,Converts your notes to a book creating a single file containing all the notes linked,https://github.com/Mitra98t/vault2book-plugin
Logstravaganza,243,A simple proxy for `console.*()` calls which copies log messages and uncaught exceptions to a note.,https://github.com/czottmann/obsidian-logstravaganza
Git Url,243,This plugin create a url to your file on your git remote repo,https://github.com/khuongduy354/obsidian-git-url
Fantasy name generator,235,Insert a random fantasy name.,https://github.com/lukewh/fantasy-name
Invio,234,Export docs as websites and deploy them to AWS S3 or compatible COS. Invio streamlines the process of publishing enabling users to easily share their work online.,https://github.com/frontend-engineering/Invio
Chemical Structure Renderer,233,Render chemical structures from SMILES strings into PNG or SVG format using Ketcher and Indigo Service.,https://github.com/xaya1001/obsidian-Chemical-Structure-Renderer
EmoTagsTitler,233,Add the emojis contained in the tags to the beginning of the note title.,https://github.com/Cyfine/EmoTagsTitler
Memorization,233,Generates study index notes using a spaced repetition algorithm (SM-2).,https://github.com/nwindian/Memorization-Plugin
Pivotal Tracker Integration,225,Pull stories bugs chores from pivotal tracker,https://github.com/jonnydeates/obsidian-pivotal-tracker-integration-plugin
Select current line,223,Selects the current line where the cursor is placed. Press 'ESC' key to select.,https://github.com/gokulk16/select-current-line-plugin
TinyPNG Image,219,Compress images using TinyPNG to save your storage.,https://github.com/ckt1031/obsidian-tinypng-plugin
ZettelGPT,218,Effortlessly generate context-aware answers from ChatGPT within Obsidian while maintaining a visually clear and organized conversation history.,https://github.com/OverRaddit/ZettelGPT
RunJS,217,RunJS is a plugin for running JavaScript code in Obsidian (https://obsidian.md).,https://github.com/eoureo/obsidian-runjs
Share to Cubox,217,Share Obsidian notes to Cubox.,https://github.com/Redwinam/obsidian-cubox
Quick Links,216,Create quick link shortcuts to Wikipedia and other sites,https://github.com/iafisher/obsidian-quick-links
Ruled template,215,This plugin allow to use templates bassed on rules when creating a new file.,https://github.com/YPetremann/obsidian-ruled-template
LDS Scriptures Reference,209,Easily insert references to LDS scriptures,https://github.com/pacokwon/obsidian-lds-scriptures-plugin
Image To Lskypro,207,Auto upload images from clipboard to Lskypro.,https://github.com/NekoTarou/lskypro-auto-upload
Style Importer,206,Import a stylesheet from a URL into your snippets folder.,https://github.com/joshrouwhorst/style-importer
Window Collapse,206,Provides an easy way to collapse the sidebars without going fullscreen.,https://github.com/gquental/obsidian-window-collapse
Tolino notes Importer,200,Import notes from a Tolino E-Reader.,https://github.com/juergenbr/obsidian-tolino-notes-import
Markdown Link Space Encoder,199,Simple plugin to automatically encode spaces to %20 in Markdown-style links,https://github.com/rkosova/obsidian-markdown-link-space-encoder
Due When,198,This adds shortcuts to insert due dates for end of this week or end of next week.,https://github.com/andrewbaxter439/due-when
Copy Inline Code,197,Easily copy the contents of an inline code element with a single click.,https://github.com/Alddar/obsidian-copy-inline-code-plugin
Tistory Poster,197,This plugin posts a note in Obsidian to Tistory blogging platform.,https://github.com/idreamer/tistory-poster
Rofi Helper,195,Adds a leaf ID parameter to the URI protocol for switching between open obsidian tabs with Rofi. A sample Rofi script is included.,https://github.com/digitalsignalperson/obsidian-rofi-helper
Cloudinary,195,Upload content(images videos audio) to Cloudinary and insert(copy or drag both) them into your notes.,https://github.com/uday-samsani/obsidian-cloudinary
HackerOne,194,This is a HackerOne plugin to fetch your bug reports inside Obsidian.,https://github.com/Neolex-Security/obsidian-hackerone
Auto Hyperlink,192,Insert hyperlink according to user-defined rule,https://github.com/take6/obsidian-plugin-auto-hyperlink
Obligator,191,Obligator is a replacement for daily-todos which copies over unchecked todo items under a specified header,https://github.com/Newbrict/obsidian-obligator
InlineCodeHighlight,191,Highlight inline `'md **code**` blocks as well as you do the ```md **big**``` ones.,https://github.com/Dimava/inline-code-highlight
Bulk Exporter,191,Filter Export notes from your vault using metadata into a customizable new structure,https://github.com/symunona/obsidian-bulk-exporter
Markdown Chords,190,Add musical chord notation and chord diagrams for stringed instruments (e.g. guitar) in Markdown. Supports chords in any Western scale/mode including extended jazz chords.,https://github.com/dnotes/obsidian-markdown-chords
Better Comment Toggle,187,Improved comment toggling.,https://github.com/MrGVSV/obsidian-better-comment-toggle
Easy Bake,178,Easily compile many Obsidian notes down to a single file.,https://github.com/mgmeyers/obsidian-easy-bake
PubScale,173,Seamlessly sync markdown notes into PlanetScale tables.,https://github.com/piriwata/pubScale
Obsidiosaurus,167,A bridge from your Obsidian Vault to Docusaurus,https://github.com/CIMSTA/obsidiosaurus
Code::Stats,166,The Code::Stats plugin allows you to track your coding progress and earn XP for writing markdown in the Obsidian editor.,https://github.com/Miskamyasa/obsidian-codestats
Lilypond,165,Render Lilypond templates.,https://github.com/dot-asterisk-nl/obsidian-lilypond
Markdown Sync Scroll,163,Allow two linked markdown views to scroll synchronously.,https://github.com/XeroAlpha/markdown-sync-scroll
SyncFTP,161,Allows user to connect to an SFTP and push/pull file changes to it.,https://github.com/alex-donnan/SyncFTP
Index Checker,160,Make sure your index (MOC) files contain all links they should contain.,https://github.com/pavloDeshko/obsidian-index-checker
Custom list character,156,Adds the ability to choose the character to use when creating a bullet list between '-' '*' and '+',https://github.com/lilian-pouliquen/obsidian-custom-list-character
Laws of Form,148,Allows you to create manage and display Laws of Form expressions like ((a)) (b) = a (b).,https://github.com/Kevger/obsidian-laws-of-form
Touch Bar Macros,145,Run custom macros from your Mac's Touch Bar.,https://github.com/frostplexx/obsidian-touchbar-macros
Safe Filename Linter,143,Lints filenames for invalid or troublesome characters,https://github.com/sneaky-foxes/obsidian-safe-filename-linter
GTD No Next Step,143,"Adds a badge to Getting Things Done (GTD) ""project"" files with no defined next step.",https://github.com/saibotsivad/obsidian-gtd-no-next-step
Fill in the Blank (FITB),141,Use --magic-- to render inline text as blank line(s) instead.,https://github.com/mister-mcgee/obsidian-fill-in-the-blank
Micro templates,141,Flexible embedded micro templates powered by javascript functions,https://github.com/epszaw/obsidian-micro-templates
APL Render,140,render APL syntax,https://github.com/vzsky/apl-obsidian
Source Scanner,139,Scanner that extracts comments from source and places it in md files,https://github.com/gerrie-myburgh/source-scanner
Poker,138,Easily document and view your poker hands.,https://github.com/mAAdhaTTah/obsidian-poker
Execute Python,136,lightweight Python code snippet executor with runtime input support,https://github.com/williamechols/obsidian-execute-python
Markdown to Slack Message,136,Converts a markdown note to the Slack message blocks that enable you to send to your slack.,https://github.com/idreamer/markdown-to-slack-message
Quail,128,Save publish delivery notes via Quail.ink as newsletters and blogs,https://github.com/lyricat/obsidian-quail
Solve,123,Your Math Maestro! Real-time calculations without AI (e.g. ChatGPT) fuss. From date magic ('Now + 20 days') to arithmetic flair ('10 + 5 / (2 * 2)') your trusted sidekick in every note. More brilliance on the way!,https://github.com/LiamRiddell/obsidian-solve
Yet Another Obsidian Synchronizer,116,This is yet another obsidian synchronizer that uses Git to synchronize your vault contents across devices.,https://github.com/mahyarmirrashed/yaos
AI Research Assistant,111,A Prompt Engineering research utility for generative AI models like OpenAI's ChatGPT that facilitates archiving and searching conversations and live editing a conversation's context/memory.,https://github.com/InterwebAlchemy/obsidian-ai-research-assistant
ArchWiki Reader,109,Read any ArchWiki page directly in Obsidian,https://github.com/Jackboxx/archwiki-obsidian
Image Converter,105,Convert compress and resize images from one format to another by dragging and dropping or pasting into the note.,https://github.com/xryul/obsidian-image-converter
Data Entry,89,Create forms that save data simply; the data view of data entry.,https://github.com/waynevanson/data-entry-obsidian-plugin
Lovely-Mindmap,80,Build your own knowledge graph with smiles :-),https://github.com/xincan1949/lovely-mindmap
Update frontmatter modified date,73,Automatically update a frontmatter modified date field when the file is modified,https://github.com/alangrainger/obsidian-frontmatter-modified-date
Zotero Sync,72,Zotero API client to sync your Zotero library into your vault,https://github.com/frthjf/obsidian-zotero-sync-client
@ Symbol Linking,69,Adds ability to link with @ (the At Symbol) in Obsidian. Can scope @ linking to a specific directory e.g. Contacts/,https://github.com/Ebonsignori/obsidian-at-symbol-linking
Birthday-Tracker,64,Keep track of all birthdays of your family and friends.,https://github.com/Raboro/Obsidian-Birthday-Tracker-Plugin
Multi Tag,64,Adds a tag to multiple notes at once.  Either right-click a folder or select multiple notes and right-click the selection.,https://github.com/fez-github/obsidian-multi-tag
Cloze,60,Convert highlights underlines bolded texts or any selected texts into clozes.,https://github.com/DearVikki/obsidian-cloze-plugin
Red Pen,60,Red Pen acts as a proofreader for your writing.,https://github.com/lucasmelin/red-pen
Voice,60,Listen to your notes being read aloud.,https://github.com/chrisurf/obsidian-voice
Finnish Spellcheck,59,Spellchecker for the Finnish language using Voikko. / Oikolukija suomenkielellä joka hyödyntää Voikkoa.,https://github.com/antoKeinanen/obsidian-finnish-spellcheck
Quick note,57,Create a quick note in a floating window (on command or by right-clicking the Obsidian app icon),https://github.com/jamesgreenblue/obsidian-quicknote
Unitade,56,Effortlessly treat any file extension as note organize diverse file formats in your vault.,https://github.com/Falcion/UnitadeOBSIDIAN
LinkShelf,54,Save links from your browser directly into Obsidian.,https://github.com/joelseq/obsidian-linkshelf
Modules,51,Load JavaScript and related languages like TypeScript modules from the vault and the Internet.,https://github.com/polyipseity/obsidian-modules
Wallabag,47,Sync your Wallabag articles.,https://github.com/huseyz/obsidian-wallabag
CodeBlock Tabs,44,Create tab group for contiguous CodeBlocks.,https://github.com/JeminMau/Obsidian-CodeBlock-Tabs
Reflection,44,Shows daily and weekly notes from this day in years past.,https://github.com/brandonkboswell/reflection
Zettelkasten LLM Tools,44,Zettelkasten note taking powered by Large Language Models (e.g. semantic search).,https://github.com/glovguy/obsidian-gpt-zettelkasten
Nostr Writer,42,Publish your writing directly to Nostr..,https://github.com/jamesmagoo/nostr-writer
Copilot auto completion,42,Adds a highly configurable copilot-like auto-completion to Obsidian using the ChatGPT API,https://github.com/j0rd1smit/obsidian-copilot-auto-completion
Waka time box,40,Show daily coding activity from WakaTime.,https://github.com/simonla/obsidian_waka_box
Codename,38,A plugin to solve the hardest problem - naming things.,https://github.com/dstack/obsidian-codename
Python Scripter,37,Run Python scripts directly as Obsidian commands,https://github.com/nickrallison/obsidian-python-scripter
Speech To Text Keyboard Helper,34,As Google Speech to Text Android keyboard does not handle e.g. _new line_ command this plugin makes available such commands via Obsidian command pallete.,https://github.com/mwoz123/speech-to-text-keyboard-helper
Auto Hide Cursor,33,Hides the cursor when scrolling and shows it again when moving the mouse.,https://github.com/moismat/obsidian-auto-hide-cursor
Harpoon,33,Use shortcuts to manage and navigate your top four frequently-used files in Obsidian.,https://github.com/rodrez/obsidian-harpoon
Uncheck All,32,Uncheck all checkboxes in the current note using one command,https://github.com/ShacharHarshuv/obsidian-uncheck-all
Wikidata Importer,31,Import data from Wikidata into your vault.,https://github.com/samwho/obsidian-wikidata-importer
MDX,30,Preview MDX in Obsidian with support for Code Hike.,https://github.com/yuleicul/obsidian-mdx
Emacs text editor,30,Partial emulation of Emacs text editor for Obisidian.,https://github.com/Klojer/obsidian-emacs-text-editor
